DISTRICTE,CODI_ILLA,SECC_CENS,BARRI,NOM_DISTRICTE,NOM_BARRI,AEB,NUM_PARC,NUM_LOCALS,NUM_VIVENDES,NUM_PARKINGS,NUM_ALTRES,SUP_CONS,SUP_SOBRE_RASANT,SUP_SOTA_RASANT,SUP_LOCALS,SUP_SERVEIS,SUP_SOL,DATA_DADES
1,5071,1,1,Ciutat Vella,el Raval,1,4,96,1,3,89,202635,94173,108462,,,114001,01/09/2023 00:06:16
1,6041,36,3,Ciutat Vella,la Barceloneta,14,1,0,0,0,0,0,0,0,,,8360,01/09/2023 00:06:16
1,6044,36,3,Ciutat Vella,la Barceloneta,14,1,0,0,0,0,0,0,0,,,4843,01/09/2023 00:06:16
1,6054,36,3,Ciutat Vella,la Barceloneta,14,3,3,0,0,3,3711,0,3711,,,62393,01/09/2023 00:06:16
1,6055,36,3,Ciutat Vella,la Barceloneta,14,4,698,60,563,75,94304,54222,40082,,,13401,01/09/2023 00:06:16
1,6057,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,2,0,0,0,0,0,0,0,,,5932,01/09/2023 00:06:16
1,6058,36,3,Ciutat Vella,la Barceloneta,14,3,51,44,1,6,18534,12632,5902,,,7289,01/09/2023 00:06:16
1,6059,36,3,Ciutat Vella,la Barceloneta,14,2,22,0,1,21,35258,24663,10595,,,7193,01/09/2023 00:06:16
1,10026,32,3,Ciutat Vella,la Barceloneta,13,17,325,112,14,199,241016,171338,69678,,,452992,01/09/2023 00:06:16
1,10030,32,3,Ciutat Vella,la Barceloneta,13,6,90,78,0,12,7603,7603,0,,,17348,01/09/2023 00:06:16
1,10040,32,3,Ciutat Vella,la Barceloneta,13,1,0,0,0,0,0,0,0,,,11372,01/09/2023 00:06:16
1,10050,32,3,Ciutat Vella,la Barceloneta,13,1,1,0,0,1,71,71,0,,,71,01/09/2023 00:06:16
1,10060,32,3,Ciutat Vella,la Barceloneta,13,2,10,4,0,3,1117,1117,0,,,217,01/09/2023 00:06:16
1,10070,32,3,Ciutat Vella,la Barceloneta,13,5,42,21,0,5,1854,1782,72,,,410,01/09/2023 00:06:16
1,10080,32,3,Ciutat Vella,la Barceloneta,13,8,53,26,0,2,2036,1895,141,,,551,01/09/2023 00:06:16
1,10090,32,3,Ciutat Vella,la Barceloneta,13,5,46,37,0,9,4337,4337,0,,,780,01/09/2023 00:06:16
1,10100,32,3,Ciutat Vella,la Barceloneta,13,9,95,89,0,1,3716,3716,0,,,780,01/09/2023 00:06:16
1,10110,32,3,Ciutat Vella,la Barceloneta,13,7,112,110,0,0,4283,4283,0,,,795,01/09/2023 00:06:16
1,10120,32,3,Ciutat Vella,la Barceloneta,13,7,99,59,0,20,8546,7497,1049,,,1376,01/09/2023 00:06:16
1,10130,32,3,Ciutat Vella,la Barceloneta,13,5,54,32,0,17,5733,5169,564,,,1130,01/09/2023 00:06:16
1,10140,32,3,Ciutat Vella,la Barceloneta,13,5,75,27,1,8,4090,3876,214,,,650,01/09/2023 00:06:16
1,10150,32,3,Ciutat Vella,la Barceloneta,13,9,86,59,0,6,3603,3353,250,,,647,01/09/2023 00:06:16
1,10160,32,3,Ciutat Vella,la Barceloneta,13,10,87,64,0,6,3504,3504,0,,,640,01/09/2023 00:06:16
1,10170,32,3,Ciutat Vella,la Barceloneta,13,9,80,36,0,10,3116,3116,0,,,650,01/09/2023 00:06:16
1,10180,32,3,Ciutat Vella,la Barceloneta,13,6,67,61,0,6,2765,2737,28,,,655,01/09/2023 00:06:16
1,10190,32,3,Ciutat Vella,la Barceloneta,13,8,72,32,0,6,3359,3228,131,,,657,01/09/2023 00:06:16
1,10200,32,3,Ciutat Vella,la Barceloneta,13,8,81,44,0,8,3260,3129,131,,,656,01/09/2023 00:06:16
1,10210,32,3,Ciutat Vella,la Barceloneta,13,6,78,44,0,5,3908,3638,270,,,652,01/09/2023 00:06:16
1,10220,32,3,Ciutat Vella,la Barceloneta,13,7,35,11,0,5,1922,1883,39,,,660,01/09/2023 00:06:16
1,10230,32,3,Ciutat Vella,la Barceloneta,13,5,26,13,0,2,1235,1235,0,,,427,01/09/2023 00:06:16
1,10240,32,3,Ciutat Vella,la Barceloneta,13,1,0,0,0,0,0,0,0,,,327,01/09/2023 00:06:16
1,10250,??,3,Ciutat Vella,la Barceloneta,??,11,55,49,0,6,3403,3403,0,,,13122,01/09/2023 00:06:16
1,10260,34,3,Ciutat Vella,la Barceloneta,13,7,68,54,0,3,3073,3073,0,,,689,01/09/2023 00:06:16
1,10271,34,3,Ciutat Vella,la Barceloneta,13,19,205,158,0,14,8442,8442,0,,,1643,01/09/2023 00:06:16
1,10290,34,3,Ciutat Vella,la Barceloneta,13,7,107,69,0,3,4367,4222,145,,,796,01/09/2023 00:06:16
1,10300,34,3,Ciutat Vella,la Barceloneta,13,9,107,93,0,3,4241,4241,0,,,806,01/09/2023 00:06:16
1,10310,34,3,Ciutat Vella,la Barceloneta,13,12,94,62,0,3,3771,3771,0,,,792,01/09/2023 00:06:16
1,10320,34,3,Ciutat Vella,la Barceloneta,13,13,108,61,0,8,4348,4348,0,,,819,01/09/2023 00:06:16
1,10331,33,3,Ciutat Vella,la Barceloneta,13,22,228,137,0,17,9480,9354,126,,,1674,01/09/2023 00:06:16
1,10350,33,3,Ciutat Vella,la Barceloneta,13,14,103,57,0,11,4014,3974,40,,,823,01/09/2023 00:06:16
1,10360,33,3,Ciutat Vella,la Barceloneta,13,7,95,79,0,6,4759,4656,103,,,852,01/09/2023 00:06:16
1,10371,33,3,Ciutat Vella,la Barceloneta,13,15,220,131,0,17,9924,9860,64,,,1700,01/09/2023 00:06:16
1,10390,33,3,Ciutat Vella,la Barceloneta,13,8,135,92,1,19,10643,9371,1272,,,1407,01/09/2023 00:06:16
1,10410,40,3,Ciutat Vella,la Barceloneta,15,6,103,81,3,18,7756,7251,505,,,1120,01/09/2023 00:06:16
1,10421,40,3,Ciutat Vella,la Barceloneta,15,20,175,105,0,24,7735,7369,366,,,1391,01/09/2023 00:06:16
1,10441,39,3,Ciutat Vella,la Barceloneta,15,22,179,118,0,19,8231,7846,385,,,1382,01/09/2023 00:06:16
1,10461,39,3,Ciutat Vella,la Barceloneta,15,20,161,85,1,15,7282,7282,0,,,1383,01/09/2023 00:06:16
1,10480,39,3,Ciutat Vella,la Barceloneta,15,6,86,75,0,11,6586,6586,0,,,1157,01/09/2023 00:06:16
1,10490,39,3,Ciutat Vella,la Barceloneta,15,6,86,77,0,9,6563,6563,0,,,1160,01/09/2023 00:06:16
1,10501,38,3,Ciutat Vella,la Barceloneta,15,14,151,118,0,17,6923,6791,132,,,1386,01/09/2023 00:06:16
1,10521,38,3,Ciutat Vella,la Barceloneta,15,7,140,73,0,17,6559,6427,132,,,1385,01/09/2023 00:06:16
1,10541,38,3,Ciutat Vella,la Barceloneta,15,11,152,125,0,11,6406,6406,0,,,1368,01/09/2023 00:06:16
1,10561,35,3,Ciutat Vella,la Barceloneta,14,10,136,113,0,22,9855,8236,1619,,,4003,01/09/2023 00:06:16
1,10562,35,3,Ciutat Vella,la Barceloneta,14,1,0,0,0,0,0,0,0,,,3013,01/09/2023 00:06:16
1,10570,35,3,Ciutat Vella,la Barceloneta,14,1,0,0,0,0,0,0,0,,,1593,01/09/2023 00:06:16
1,10611,39,3,Ciutat Vella,la Barceloneta,15,4,55,40,0,11,2571,2571,0,,,438,01/09/2023 00:06:16
1,10620,39,3,Ciutat Vella,la Barceloneta,15,2,35,26,0,4,1966,1936,30,,,435,01/09/2023 00:06:16
1,10630,39,3,Ciutat Vella,la Barceloneta,15,3,31,2,0,7,2148,2148,0,,,439,01/09/2023 00:06:16
1,10640,39,3,Ciutat Vella,la Barceloneta,15,8,49,27,0,13,2430,1983,447,,,427,01/09/2023 00:06:16
1,10650,40,3,Ciutat Vella,la Barceloneta,15,7,74,59,0,7,2863,2573,290,,,424,01/09/2023 00:06:16
1,10660,40,3,Ciutat Vella,la Barceloneta,15,6,64,48,0,8,2846,2720,126,,,435,01/09/2023 00:06:16
1,10670,40,3,Ciutat Vella,la Barceloneta,15,8,146,88,0,22,9478,8300,1178,,,1219,01/09/2023 00:06:16
1,10690,40,3,Ciutat Vella,la Barceloneta,15,7,117,90,0,22,9737,8796,941,,,1205,01/09/2023 00:06:16
1,10700,40,3,Ciutat Vella,la Barceloneta,15,7,62,43,0,15,2737,2375,362,,,427,01/09/2023 00:06:16
1,10710,40,3,Ciutat Vella,la Barceloneta,15,7,59,24,0,9,2538,2381,157,,,427,01/09/2023 00:06:16
1,10721,40,3,Ciutat Vella,la Barceloneta,15,2,24,20,1,3,1283,1030,253,,,258,01/09/2023 00:06:16
1,10722,40,3,Ciutat Vella,la Barceloneta,15,1,0,0,0,0,0,0,0,,,806,01/09/2023 00:06:16
1,10730,40,3,Ciutat Vella,la Barceloneta,15,2,25,23,0,2,1264,1132,132,,,199,01/09/2023 00:06:16
1,10740,39,3,Ciutat Vella,la Barceloneta,15,26,242,132,2,50,19070,18390,680,,,6188,01/09/2023 00:06:16
1,10760,39,3,Ciutat Vella,la Barceloneta,15,3,265,0,265,0,6045,0,6045,,,9483,01/09/2023 00:06:16
1,10780,41,3,Ciutat Vella,la Barceloneta,15,16,113,61,4,10,4051,3807,244,,,771,01/09/2023 00:06:16
1,10790,41,3,Ciutat Vella,la Barceloneta,15,13,110,87,0,7,4023,3856,167,,,772,01/09/2023 00:06:16
1,10800,41,3,Ciutat Vella,la Barceloneta,15,14,114,67,0,13,4511,4335,176,,,771,01/09/2023 00:06:16
1,10810,41,3,Ciutat Vella,la Barceloneta,15,19,114,79,0,7,4422,4315,107,,,767,01/09/2023 00:06:16
1,10820,41,3,Ciutat Vella,la Barceloneta,15,13,109,63,1,14,4173,4013,160,,,781,01/09/2023 00:06:16
1,10830,41,3,Ciutat Vella,la Barceloneta,15,13,120,77,0,14,4739,4463,276,,,781,01/09/2023 00:06:16
1,10840,41,3,Ciutat Vella,la Barceloneta,15,15,110,64,1,13,4074,3756,318,,,775,01/09/2023 00:06:16
1,10850,41,3,Ciutat Vella,la Barceloneta,15,16,113,48,0,24,4678,4016,662,,,776,01/09/2023 00:06:16
1,10860,41,3,Ciutat Vella,la Barceloneta,15,13,110,43,0,14,4453,4171,282,,,769,01/09/2023 00:06:16
1,10870,41,3,Ciutat Vella,la Barceloneta,15,8,81,26,0,22,4744,4460,284,,,795,01/09/2023 00:06:16
1,10880,41,3,Ciutat Vella,la Barceloneta,15,9,113,70,0,27,7466,6609,857,,,1336,01/09/2023 00:06:16
1,10898,32,3,Ciutat Vella,la Barceloneta,13,6,59,0,1,58,169747,36504,133243,,,132465,01/09/2023 00:06:16
1,10900,42,3,Ciutat Vella,la Barceloneta,15,4,100,41,16,22,10911,9694,1217,,,2219,01/09/2023 00:06:16
1,10911,42,3,Ciutat Vella,la Barceloneta,15,7,82,57,0,12,5685,5685,0,,,1126,01/09/2023 00:06:16
1,10912,42,3,Ciutat Vella,la Barceloneta,15,9,102,93,2,7,6363,6363,0,,,1118,01/09/2023 00:06:16
1,10921,42,3,Ciutat Vella,la Barceloneta,15,8,106,79,0,17,6978,6661,317,,,1123,01/09/2023 00:06:16
1,10922,42,3,Ciutat Vella,la Barceloneta,15,8,95,69,0,6,6477,6433,44,,,1115,01/09/2023 00:06:16
1,10931,42,3,Ciutat Vella,la Barceloneta,15,8,132,66,39,15,12746,11546,1200,,,3137,01/09/2023 00:06:16
1,10941,42,3,Ciutat Vella,la Barceloneta,15,7,139,78,46,10,10712,9349,1363,,,2298,01/09/2023 00:06:16
1,10953,42,3,Ciutat Vella,la Barceloneta,15,1,0,0,0,0,0,0,0,,,2589,01/09/2023 00:06:16
1,10955,42,3,Ciutat Vella,la Barceloneta,15,1,101,48,40,13,7734,6585,1149,,,1275,01/09/2023 00:06:16
1,10960,38,3,Ciutat Vella,la Barceloneta,15,10,64,28,0,15,3343,2999,344,,,729,01/09/2023 00:06:16
1,10970,38,3,Ciutat Vella,la Barceloneta,15,15,103,73,0,8,4147,3966,181,,,728,01/09/2023 00:06:16
1,10980,38,3,Ciutat Vella,la Barceloneta,15,16,100,65,0,4,3957,3931,26,,,722,01/09/2023 00:06:16
1,10990,38,3,Ciutat Vella,la Barceloneta,15,16,113,77,0,13,4199,4014,185,,,733,01/09/2023 00:06:16
1,11000,38,3,Ciutat Vella,la Barceloneta,15,13,97,78,0,5,3739,3644,95,,,730,01/09/2023 00:06:16
1,11010,38,3,Ciutat Vella,la Barceloneta,15,11,106,100,0,6,4109,4034,75,,,720,01/09/2023 00:06:16
1,11020,35,3,Ciutat Vella,la Barceloneta,14,8,121,102,0,2,4568,4568,0,,,731,01/09/2023 00:06:16
1,11030,35,3,Ciutat Vella,la Barceloneta,14,10,96,66,0,10,3962,3962,0,,,741,01/09/2023 00:06:16
1,11040,35,3,Ciutat Vella,la Barceloneta,14,8,104,70,0,6,4387,4248,139,,,743,01/09/2023 00:06:16
1,11050,35,3,Ciutat Vella,la Barceloneta,14,4,23,5,0,6,3322,3253,69,,,748,01/09/2023 00:06:16
1,11060,35,3,Ciutat Vella,la Barceloneta,14,8,110,82,0,2,4222,4158,64,,,738,01/09/2023 00:06:16
1,11070,35,3,Ciutat Vella,la Barceloneta,14,4,110,107,0,3,4344,4344,0,,,742,01/09/2023 00:06:16
1,11080,35,3,Ciutat Vella,la Barceloneta,14,8,111,58,0,1,4302,4302,0,,,744,01/09/2023 00:06:16
1,11090,35,3,Ciutat Vella,la Barceloneta,14,2,13,13,0,0,1541,1541,0,,,530,01/09/2023 00:06:16
1,11101,36,3,Ciutat Vella,la Barceloneta,14,2,7,0,0,7,3663,2980,683,,,3925,01/09/2023 00:06:16
1,11120,37,3,Ciutat Vella,la Barceloneta,15,26,509,264,97,83,32428,28109,4319,,,7028,01/09/2023 00:06:16
1,11130,36,3,Ciutat Vella,la Barceloneta,14,16,100,58,0,9,3689,3516,173,,,693,01/09/2023 00:06:16
1,11142,36,3,Ciutat Vella,la Barceloneta,14,5,272,229,0,7,18166,18166,0,,,7476,01/09/2023 00:06:16
1,11143,36,3,Ciutat Vella,la Barceloneta,14,11,300,237,0,21,18386,18192,194,,,7085,01/09/2023 00:06:16
1,11144,42,3,Ciutat Vella,la Barceloneta,15,4,292,68,126,18,20671,17356,3315,,,6692,01/09/2023 00:06:16
1,11145,36,3,Ciutat Vella,la Barceloneta,14,4,39,0,7,32,52493,30566,21927,,,7968,01/09/2023 00:06:16
1,11146,36,3,Ciutat Vella,la Barceloneta,14,5,151,49,65,37,11049,8883,2166,,,4198,01/09/2023 00:06:16
1,11147,36,3,Ciutat Vella,la Barceloneta,14,2,17,0,0,17,19161,19161,0,,,58907,01/09/2023 00:06:16
1,11150,37,3,Ciutat Vella,la Barceloneta,15,13,95,67,0,8,3967,3915,52,,,772,01/09/2023 00:06:16
1,11160,37,3,Ciutat Vella,la Barceloneta,15,1,202,139,19,44,13640,12296,1344,,,2125,01/09/2023 00:06:16
1,11170,37,3,Ciutat Vella,la Barceloneta,15,8,125,104,0,8,4763,4689,74,,,789,01/09/2023 00:06:16
1,11180,36,3,Ciutat Vella,la Barceloneta,14,1,0,0,0,0,0,0,0,,,851,01/09/2023 00:06:16
1,11190,42,3,Ciutat Vella,la Barceloneta,15,11,132,73,4,23,15486,15345,141,,,4290,01/09/2023 00:06:16
1,11201,36,3,Ciutat Vella,la Barceloneta,14,5,53,0,2,51,86928,52642,34286,,,47790,01/09/2023 00:06:16
1,11210,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,14,72,0,0,72,83854,80741,3113,,,310222,01/09/2023 00:06:16
1,11310,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,14,1526,435,629,462,123797,65405,58392,,,88940,01/09/2023 00:06:16
1,11330,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,6,78,31,0,33,9226,8782,444,,,2024,01/09/2023 00:06:16
1,11340,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,2,21,5,0,6,1895,1895,0,,,404,01/09/2023 00:06:16
1,11350,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,2,31,1,2,9,2341,2341,0,,,378,01/09/2023 00:06:16
1,11360,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,5,42,10,0,19,6473,5836,637,,,1073,01/09/2023 00:06:16
1,11371,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,4,0,0,4,7548,7548,0,,,2457,01/09/2023 00:06:16
1,11373,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,0,0,0,0,0,0,0,,,1585,01/09/2023 00:06:16
1,11374,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,0,0,0,0,0,0,0,,,327,01/09/2023 00:06:16
1,11375,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,0,0,0,0,0,0,0,,,3205,01/09/2023 00:06:16
1,11380,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,50,20,0,8,6425,6332,93,,,1075,01/09/2023 00:06:16
1,11390,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,58,32,0,16,6670,6392,278,,,1046,01/09/2023 00:06:16
1,11400,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,13,137,63,0,24,11616,11415,201,,,2216,01/09/2023 00:06:16
1,11410,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,14,12,0,2,1200,1200,0,,,234,01/09/2023 00:06:16
1,11420,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,29,17,0,4,1209,1209,0,,,308,01/09/2023 00:06:16
1,11430,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,36,8,0,12,3582,3522,60,,,674,01/09/2023 00:06:16
1,11440,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,9,0,0,9,2944,2814,130,,,380,01/09/2023 00:06:16
1,11450,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,3,34,21,0,10,1843,1738,105,,,311,01/09/2023 00:06:16
1,11460,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,2,57,21,0,27,10406,8658,1748,,,1816,01/09/2023 00:06:16
1,11470,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,17,269,109,0,91,33374,28123,5251,,,5742,01/09/2023 00:06:16
1,11480,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,7,171,85,40,33,14619,12159,2460,,,2689,01/09/2023 00:06:16
1,11490,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,7,146,24,48,37,14956,10653,4303,,,2676,01/09/2023 00:06:16
1,11500,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,5,0,0,5,8341,8099,242,,,8043,01/09/2023 00:06:16
1,11510,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,88,41,0,29,8189,7396,793,,,1313,01/09/2023 00:06:16
1,11520,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,2,17,3,0,2,1648,1648,0,,,319,01/09/2023 00:06:16
1,11530,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,5,25,14,0,3,1022,1022,0,,,202,01/09/2023 00:06:16
1,11540,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,5,61,45,0,5,5221,5221,0,,,982,01/09/2023 00:06:16
1,11550,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,7,73,32,0,11,4445,4161,284,,,671,01/09/2023 00:06:16
1,11560,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,32,19,0,6,3144,3064,80,,,488,01/09/2023 00:06:16
1,11570,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,6,54,38,0,8,4675,4614,61,,,754,01/09/2023 00:06:16
1,11580,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,9,100,34,0,23,6194,6072,122,,,1094,01/09/2023 00:06:16
1,11590,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,0,0,0,0,0,0,0,,,414,01/09/2023 00:06:16
1,11600,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,15,135,68,0,23,8157,7963,194,,,1306,01/09/2023 00:06:16
1,11613,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,22,175,87,0,8,9603,9572,31,,,1551,01/09/2023 00:06:16
1,11620,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,8,66,24,0,8,2532,2465,67,,,474,01/09/2023 00:06:16
1,11630,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,3,34,18,0,2,2416,2416,0,,,471,01/09/2023 00:06:16
1,11641,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,10,115,40,0,33,11268,10239,1029,,,1687,01/09/2023 00:06:16
1,11642,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,0,0,0,0,0,0,0,,,648,01/09/2023 00:06:16
1,11650,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,11,102,77,0,24,7901,7869,32,,,2184,01/09/2023 00:06:16
1,11670,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,18,135,44,0,40,23191,23109,82,,,9198,01/09/2023 00:06:16
1,11680,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,15,146,67,0,29,10514,10240,274,,,1788,01/09/2023 00:06:16
1,11700,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,9,117,90,0,19,7871,7871,0,,,1471,01/09/2023 00:06:16
1,11710,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,7,108,50,0,27,7007,7007,0,,,1323,01/09/2023 00:06:16
1,11720,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,16,178,116,0,10,12561,12274,287,,,2262,01/09/2023 00:06:16
1,11730,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,10,565,73,441,21,20640,11468,9172,,,2004,01/09/2023 00:06:16
1,11740,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,26,13,0,1,1349,1349,0,,,248,01/09/2023 00:06:16
1,11750,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,6,56,19,0,4,4641,4641,0,,,886,01/09/2023 00:06:16
1,11760,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,9,75,8,0,17,6853,6678,175,,,1261,01/09/2023 00:06:16
1,11770,44,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,15,229,142,0,55,34428,31675,2753,,,7582,01/09/2023 00:06:16
1,11780,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,18,1,0,11,4030,3862,168,,,3030,01/09/2023 00:06:16
1,11790,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,7,55,29,0,8,3207,3207,0,,,563,01/09/2023 00:06:16
1,11800,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,24,249,135,1,63,29527,29373,154,,,7973,01/09/2023 00:06:16
1,11810,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,5,65,19,0,30,7944,7944,0,,,1830,01/09/2023 00:06:16
1,11820,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,8,105,45,0,23,7956,7664,292,,,1637,01/09/2023 00:06:16
1,11830,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,3,28,3,0,3,2174,2174,0,,,447,01/09/2023 00:06:16
1,11840,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,3,29,20,0,5,2494,2494,0,,,469,01/09/2023 00:06:16
1,11850,45,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,5,77,50,0,13,5088,5088,0,,,988,01/09/2023 00:06:16
1,11860,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,14,132,93,0,32,11768,11524,244,,,2660,01/09/2023 00:06:16
1,11870,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,3,50,11,0,7,5298,5298,0,,,1090,01/09/2023 00:06:16
1,11882,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,9,93,54,0,20,6212,6212,0,,,1176,01/09/2023 00:06:16
1,11883,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,4,25,3,0,12,3202,2882,320,,,519,01/09/2023 00:06:16
1,11884,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,12,146,60,0,18,11134,11134,0,,,2136,01/09/2023 00:06:16
1,11890,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,6,71,36,0,12,5960,5960,0,,,1152,01/09/2023 00:06:16
1,11900,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,25,12,0,13,1827,1579,248,,,249,01/09/2023 00:06:16
1,11910,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,2,12,2,0,3,326,298,28,,,54,01/09/2023 00:06:16
1,11920,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,8,157,47,4,98,19741,14889,4852,,,2638,01/09/2023 00:06:16
1,11930,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,21,1,0,16,1974,1974,0,,,389,01/09/2023 00:06:16
1,11941,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,7,97,58,0,37,15328,15065,263,,,2808,01/09/2023 00:06:16
1,11950,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,10,118,8,0,57,14332,14332,0,,,3299,01/09/2023 00:06:16
1,11960,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,5,76,40,0,23,8712,8482,230,,,1689,01/09/2023 00:06:16
1,11970,43,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,1,5,0,0,5,7081,7081,0,,,3084,01/09/2023 00:06:16
1,11980,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,11,92,48,1,28,12667,11804,863,,,2038,01/09/2023 00:06:16
1,11990,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,22,190,76,0,41,11737,11057,680,,,2008,01/09/2023 00:06:16
1,12000,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,19,171,110,0,32,11719,11666,53,,,2143,01/09/2023 00:06:16
1,12010,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,5,44,28,0,11,2497,2415,82,,,476,01/09/2023 00:06:16
1,12020,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,3,43,23,0,6,2751,2751,0,,,428,01/09/2023 00:06:16
1,12030,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,7,83,56,0,26,8350,7638,712,,,1399,01/09/2023 00:06:16
1,12040,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,11,115,34,0,30,9551,9551,0,,,2177,01/09/2023 00:06:16
1,12050,46,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",16,5,44,17,0,7,3117,3072,45,,,629,01/09/2023 00:06:16
